subject_id,group,covariate_X,target_Y,lag_steps,lag_ms,f_stat_residual,p_value_residual
sub-039,C,Fp2,P4,30,60,13.281448907138124,8.655724496710661e-39
sub-039,C,Fp2,P4,40,80,11.75852019160648,3.6695199226751476e-40
sub-039,C,Fp2,P4,50,100,9.476029385830797,1.736849580648526e-36
sub-040,C,P3,Fp1,5,10,93.413488372618,5.117268597211117e-60
sub-040,C,P3,Fp1,10,20,47.74930813494611,7.201333149079587e-57
sub-040,C,P3,Fp1,20,40,24.208474535307193,5.727919637394908e-51
sub-040,C,P3,Fp1,30,60,15.648060676730733,1.4583171926153395e-44
sub-040,C,P3,Fp1,40,80,11.759841300681428,3.6364522178356766e-40
sub-040,C,P3,Fp1,50,100,9.722073771101284,2.37146372323927e-37
sub-040,C,Fp1,P3,5,10,33.31451074351031,2.9832568095068432e-27
sub-040,C,Fp1,P3,10,20,22.175642561425352,4.02936867993041e-31
sub-040,C,Fp1,P3,20,40,12.598027629140294,2.6850987885010423e-29
sub-040,C,Fp1,P3,30,60,10.04623587909291,5.3364748149863345e-30
sub-040,C,Fp1,P3,40,80,8.425500091158993,2.0661906573143383e-29
sub-040,C,Fp1,P3,50,100,7.396955284807261,1.1207815008222757e-28
sub-040,C,P4,Fp2,5,10,146.55115241079469,7.031494301932742e-80
sub-040,C,P4,Fp2,10,20,85.13818678994667,1.2224801547096772e-82
sub-040,C,P4,Fp2,20,40,48.69038926105998,1.1279046745831932e-81
sub-040,C,P4,Fp2,30,60,31.565254588190435,6.338308626081899e-74
sub-040,C,P4,Fp2,40,80,23.957831530064652,7.894890531007062e-69
sub-040,C,P4,Fp2,50,100,21.1401524291611,4.867743502545898e-68
sub-040,C,Fp2,P4,5,10,30.210466161772494,4.693820708823734e-25
sub-040,C,Fp2,P4,10,20,16.814981888081178,2.8754062906147475e-24
sub-040,C,Fp2,P4,20,40,8.246646966754895,4.2132201951146176e-19
sub-040,C,Fp2,P4,30,60,6.335225741847788,2.1566101122310167e-18
sub-040,C,Fp2,P4,40,80,5.171156312859154,4.600336549268585e-17
sub-040,C,Fp2,P4,50,100,3.999960504746526,9.402042755216866e-14
sub-041,C,P3,Fp1,5,10,97.84394132467845,6.516088799385492e-62
sub-041,C,P3,Fp1,10,20,53.873238763480074,8.032219321930208e-62
sub-041,C,P3,Fp1,20,40,28.599203369066206,1.2344327901496267e-57
sub-041,C,P3,Fp1,30,60,27.96171465844391,2.329521534809349e-68
sub-041,C,P3,Fp1,40,80,25.708020028442874,4.890985431377014e-72
